index,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,url
454,It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,79,https://api.vagalume.com.br/search.php?art=Kygo&mus=It%20Ain%27t%20Me%20%28with%20Selena%20Gomez%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
455,Malibu,Miley Cyrus,dance pop,2017,140,78,57,-6,8,34,232,8,6,78,https://api.vagalume.com.br/search.php?art=Miley%20Cyrus&mus=Malibu&apikey=7789e585a72c1c95ab44a555ccc2b4e4
456,Something Just Like This,The Chainsmokers,electropop,2017,103,65,61,-7,17,51,248,3,4,78,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Something%20Just%20Like%20This&apikey=7789e585a72c1c95ab44a555ccc2b4e4
457,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,2017,102,76,72,-4,18,74,251,41,5,78,https://api.vagalume.com.br/search.php?art=Clean%20Bandit&mus=Rockabye%20%28feat.%20Sean%20Paul%20%26%20Anne-Marie%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
458,I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2017,118,45,74,-8,33,9,245,6,6,78,https://api.vagalume.com.br/search.php?art=ZAYN&mus=I%20Don%27t%20Wanna%20Live%20Forever%20%28Fifty%20Shades%20Darker%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
459,My Way,Calvin Harris,dance pop,2017,120,91,82,-3,16,54,219,9,4,78,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=My%20Way&apikey=7789e585a72c1c95ab44a555ccc2b4e4
460,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017,81,67,61,-4,17,81,289,6,4,77,https://api.vagalume.com.br/search.php?art=DJ%20Khaled&mus=I%27m%20the%20One%20%28feat.%20Justin%20Bieber%2C%20Quavo%2C%20Chance%20the%20Rapper%20%26%20Lil%20Wayne%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
461,Praying,Kesha,dance pop,2017,73,39,58,-7,11,32,230,49,3,77,https://api.vagalume.com.br/search.php?art=Kesha&mus=Praying&apikey=7789e585a72c1c95ab44a555ccc2b4e4
462,Despacito - Remix,Luis Fonsi,latin,2017,178,82,65,-4,10,82,229,23,17,76,https://api.vagalume.com.br/search.php?art=Luis%20Fonsi&mus=Despacito%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
463,The Greatest,Sia,australian dance,2017,192,73,67,-6,6,73,210,1,27,76,https://api.vagalume.com.br/search.php?art=Sia&mus=The%20Greatest&apikey=7789e585a72c1c95ab44a555ccc2b4e4
464,There for You,Martin Garrix,big room,2017,106,64,61,-8,12,13,222,12,6,76,https://api.vagalume.com.br/search.php?art=Martin%20Garrix&mus=There%20for%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
465,Paris,The Chainsmokers,electropop,2017,100,64,65,-7,9,25,222,2,3,76,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Paris&apikey=7789e585a72c1c95ab44a555ccc2b4e4
466,Crying in the Club,Camila Cabello,dance pop,2017,85,62,33,-6,16,60,216,33,38,75,https://api.vagalume.com.br/search.php?art=Camila%20Cabello&mus=Crying%20in%20the%20Club&apikey=7789e585a72c1c95ab44a555ccc2b4e4
467,Mama,Jonas Blue,dance pop,2017,104,79,74,-4,5,57,184,10,4,75,https://api.vagalume.com.br/search.php?art=Jonas%20Blue&mus=Mama&apikey=7789e585a72c1c95ab44a555ccc2b4e4
468,Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,-3,25,51,231,50,5,75,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=Slide%20%28feat.%20Frank%20Ocean%20%26%20Migos%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
469,Swish Swish,Katy Perry,dance pop,2017,120,71,84,-5,10,57,243,2,4,73,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Swish%20Swish&apikey=7789e585a72c1c95ab44a555ccc2b4e4
470,Chained To The Rhythm,Katy Perry,dance pop,2017,190,80,45,-5,20,47,238,8,17,72,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Chained%20To%20The%20Rhythm&apikey=7789e585a72c1c95ab44a555ccc2b4e4
471,Cold (feat. Future),Maroon 5,pop,2017,100,72,69,-6,5,41,234,14,11,72,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Cold%20%28feat.%20Future%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
472,Love,Lana Del Rey,art pop,2017,99,37,53,-11,11,23,273,49,3,72,https://api.vagalume.com.br/search.php?art=Lana%20Del%20Rey&mus=Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
473,Reggaetón Lento (Remix),CNCO,boy band,2017,94,91,53,-3,10,62,189,15,9,71,https://api.vagalume.com.br/search.php?art=CNCO&mus=Reggaet%C3%B3n%20Lento%20%28Remix%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
474,All I Ask,Adele,british soul,2017,142,28,59,-5,15,34,272,88,3,71,https://api.vagalume.com.br/search.php?art=Adele&mus=All%20I%20Ask&apikey=7789e585a72c1c95ab44a555ccc2b4e4
475,First Time,Kygo,edm,2017,90,59,63,-7,10,68,194,20,11,71,https://api.vagalume.com.br/search.php?art=Kygo&mus=First%20Time&apikey=7789e585a72c1c95ab44a555ccc2b4e4
476,The Cure,Lady Gaga,dance pop,2017,100,51,70,-5,9,52,211,8,3,71,https://api.vagalume.com.br/search.php?art=Lady%20Gaga&mus=The%20Cure&apikey=7789e585a72c1c95ab44a555ccc2b4e4
477,"How Far I'll Go - From Moana",Alessia Cara,canadian contemporary r&b,2017,181,54,31,-10,7,16,176,16,35,71,https://api.vagalume.com.br/search.php?art=Alessia%20Cara&mus=How%20Far%20I%27ll%20Go%20-%20From%20%22Moana%22&apikey=7789e585a72c1c95ab44a555ccc2b4e4
478,Bodak Yellow,Cardi B,pop,2017,125,72,93,-6,35,46,224,7,11,70,https://api.vagalume.com.br/search.php?art=Cardi%20B&mus=Bodak%20Yellow&apikey=7789e585a72c1c95ab44a555ccc2b4e4
479,Rich Love (with Seeb),OneRepublic,dance pop,2017,105,87,40,-4,36,47,201,17,31,70,https://api.vagalume.com.br/search.php?art=OneRepublic&mus=Rich%20Love%20%28with%20Seeb%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
480,Tired,Alan Walker,electro house,2017,124,88,69,-4,15,49,192,4,6,70,https://api.vagalume.com.br/search.php?art=Alan%20Walker&mus=Tired&apikey=7789e585a72c1c95ab44a555ccc2b4e4
481,Came Here for Love,Sigala,dance pop,2017,125,87,71,-3,12,72,203,3,4,70,https://api.vagalume.com.br/search.php?art=Sigala&mus=Came%20Here%20for%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
482,24K Magic,Bruno Mars,pop,2017,107,80,82,-4,15,63,226,3,8,69,https://api.vagalume.com.br/search.php?art=Bruno%20Mars&mus=24K%20Magic&apikey=7789e585a72c1c95ab44a555ccc2b4e4
483,Strip That Down (feat. Quavo),Liam Payne,dance pop,2017,106,50,87,-5,8,55,202,20,5,69,https://api.vagalume.com.br/search.php?art=Liam%20Payne&mus=Strip%20That%20Down%20%28feat.%20Quavo%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
484,Cut To The Feeling,Carly Rae Jepsen,canadian pop,2017,115,91,71,-3,30,65,208,1,6,69,https://api.vagalume.com.br/search.php?art=Carly%20Rae%20Jepsen&mus=Cut%20To%20The%20Feeling&apikey=7789e585a72c1c95ab44a555ccc2b4e4
485,OK - Spotify Version,Robin Schulz,dance pop,2017,122,81,65,-6,13,58,189,12,6,69,https://api.vagalume.com.br/search.php?art=Robin%20Schulz&mus=OK%20-%20Spotify%20Version&apikey=7789e585a72c1c95ab44a555ccc2b4e4
486,Bon appétit,Katy Perry,dance pop,2017,106,79,80,-6,22,52,228,13,6,68,https://api.vagalume.com.br/search.php?art=Katy%20Perry&mus=Bon%20app%C3%A9tit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
487,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,art pop,2017,135,57,76,-9,20,14,261,2,13,67,https://api.vagalume.com.br/search.php?art=Lana%20Del%20Rey&mus=Summer%20Bummer%20%28feat.%20A%24AP%20Rocky%20%26%20Playboi%20Carti%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
488,Get Low (with Liam Payne),Zedd,complextro,2017,108,93,72,-4,5,54,205,3,5,66,https://api.vagalume.com.br/search.php?art=Zedd&mus=Get%20Low%20%28with%20Liam%20Payne%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
489,Kissing Strangers,DNCE,dance pop,2017,120,74,77,-6,9,86,202,5,4,66,https://api.vagalume.com.br/search.php?art=DNCE&mus=Kissing%20Strangers&apikey=7789e585a72c1c95ab44a555ccc2b4e4
490,Slow Hands,Niall Horan,dance pop,2017,86,42,74,-7,6,85,188,1,5,64,https://api.vagalume.com.br/search.php?art=Niall%20Horan&mus=Slow%20Hands&apikey=7789e585a72c1c95ab44a555ccc2b4e4
491,Younger Now,Miley Cyrus,dance pop,2017,122,87,55,-5,14,33,249,0,6,62,https://api.vagalume.com.br/search.php?art=Miley%20Cyrus&mus=Younger%20Now&apikey=7789e585a72c1c95ab44a555ccc2b4e4
492,Body Moves,DNCE,dance pop,2017,102,69,65,-5,4,86,236,0,4,62,https://api.vagalume.com.br/search.php?art=DNCE&mus=Body%20Moves&apikey=7789e585a72c1c95ab44a555ccc2b4e4
493,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,2017,122,64,73,-7,8,53,158,2,4,59,https://api.vagalume.com.br/search.php?art=Lost%20Frequencies&mus=Reality%20%28feat.%20Janieck%20Devy%29%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
494,Angel,Fifth Harmony,dance pop,2017,124,53,74,-6,35,13,189,0,4,59,https://api.vagalume.com.br/search.php?art=Fifth%20Harmony&mus=Angel&apikey=7789e585a72c1c95ab44a555ccc2b4e4
495,Touch (feat. Kid Ink),Little Mix,dance pop,2017,102,75,64,-4,49,53,203,4,11,59,https://api.vagalume.com.br/search.php?art=Little%20Mix&mus=Touch%20%28feat.%20Kid%20Ink%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
496,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,2017,100,82,70,-5,45,67,218,49,22,59,https://api.vagalume.com.br/search.php?art=Charlie%20Puth&mus=We%20Don%27t%20Talk%20Anymore%20-%20DROELOE%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
497,Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,2017,167,50,37,-9,20,21,180,6,12,59,https://api.vagalume.com.br/search.php?art=Cashmere%20Cat&mus=Love%20Incredible%20%28feat.%20Camila%20Cabello%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
498,No Vacancy (with Sebastián Yatra),OneRepublic,dance pop,2017,100,76,69,-4,14,59,223,8,4,57,https://api.vagalume.com.br/search.php?art=OneRepublic&mus=No%20Vacancy%20%28with%20Sebasti%C3%A1n%20Yatra%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
499,Rich Boy,Galantis,big room,2017,110,90,74,-2,8,65,184,7,5,55,https://api.vagalume.com.br/search.php?art=Galantis&mus=Rich%20Boy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
500,Lust for Life (with The Weeknd),Lana Del Rey,art pop,2017,100,67,51,-9,36,27,264,58,6,54,https://api.vagalume.com.br/search.php?art=Lana%20Del%20Rey&mus=Lust%20for%20Life%20%28with%20The%20Weeknd%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
501,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,2017,115,83,70,-6,36,63,245,28,27,54,https://api.vagalume.com.br/search.php?art=Pitbull&mus=Greenlight%20%28feat.%20Flo%20Rida%20%26%20LunchMoney%20Lewis%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
502,Influence,Tove Lo,dance pop,2017,105,59,77,-10,11,33,225,10,5,54,https://api.vagalume.com.br/search.php?art=Tove%20Lo&mus=Influence&apikey=7789e585a72c1c95ab44a555ccc2b4e4
503,Remember I Told You,Nick Jonas,dance pop,2017,113,53,68,-6,4,84,202,14,28,53,https://api.vagalume.com.br/search.php?art=Nick%20Jonas&mus=Remember%20I%20Told%20You&apikey=7789e585a72c1c95ab44a555ccc2b4e4
504,Messin' Around,Pitbull,dance pop,2017,158,81,57,-5,4,78,223,2,5,51,https://api.vagalume.com.br/search.php?art=Pitbull&mus=Messin%27%20Around&apikey=7789e585a72c1c95ab44a555ccc2b4e4
505,Water Under the Bridge,Adele,british soul,2017,95,84,60,-7,11,47,240,2,7,49,https://api.vagalume.com.br/search.php?art=Adele&mus=Water%20Under%20the%20Bridge&apikey=7789e585a72c1c95ab44a555ccc2b4e4
506,Free Me,Sia,australian dance,2017,87,46,27,-4,14,21,286,85,3,44,https://api.vagalume.com.br/search.php?art=Sia&mus=Free%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
507,Kissing Strangers - Remix,DNCE,dance pop,2017,120,77,76,-6,8,81,202,8,5,43,https://api.vagalume.com.br/search.php?art=DNCE&mus=Kissing%20Strangers%20-%20Remix&apikey=7789e585a72c1c95ab44a555ccc2b4e4
508,A L I E N S,Coldplay,permanent wave,2017,148,88,43,-5,21,25,282,0,4,41,https://api.vagalume.com.br/search.php?art=Coldplay&mus=A%20L%20I%20E%20N%20S&apikey=7789e585a72c1c95ab44a555ccc2b4e4
509,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,https://api.vagalume.com.br/search.php?art=Calvin%20Harris&mus=One%20Kiss%20%28with%20Dua%20Lipa%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
510,Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105,52,77,-4,13,39,217,18,3,85,https://api.vagalume.com.br/search.php?art=Camila%20Cabello&mus=Havana%20%28feat.%20Young%20Thug%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
511,I Like It,Cardi B,pop,2018,136,73,82,-4,37,65,253,10,13,85,https://api.vagalume.com.br/search.php?art=Cardi%20B&mus=I%20Like%20It&apikey=7789e585a72c1c95ab44a555ccc2b4e4
512,New Rules,Dua Lipa,dance pop,2018,116,70,76,-6,15,61,209,0,7,84,https://api.vagalume.com.br/search.php?art=Dua%20Lipa&mus=New%20Rules&apikey=7789e585a72c1c95ab44a555ccc2b4e4
513,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2018,122,81,87,-4,8,97,199,38,6,84,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=There%27s%20Nothing%20Holdin%27%20Me%20Back&apikey=7789e585a72c1c95ab44a555ccc2b4e4
514,no tears left to cry,Ariana Grande,dance pop,2018,122,71,70,-6,29,35,206,4,6,84,https://api.vagalume.com.br/search.php?art=Ariana%20Grande&mus=no%20tears%20left%20to%20cry&apikey=7789e585a72c1c95ab44a555ccc2b4e4
515,IDGAF,Dua Lipa,dance pop,2018,97,54,84,-6,8,51,218,4,9,84,https://api.vagalume.com.br/search.php?art=Dua%20Lipa&mus=IDGAF&apikey=7789e585a72c1c95ab44a555ccc2b4e4
516,In My Blood,Shawn Mendes,canadian pop,2018,140,71,62,-7,13,49,211,6,7,83,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=In%20My%20Blood&apikey=7789e585a72c1c95ab44a555ccc2b4e4
517,Wolves,Selena Gomez,dance pop,2018,125,80,72,-5,20,31,198,12,4,83,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Wolves&apikey=7789e585a72c1c95ab44a555ccc2b4e4
518,Dusk Till Dawn - Radio Edit,ZAYN,dance pop,2018,180,44,26,-7,11,10,239,10,4,83,https://api.vagalume.com.br/search.php?art=ZAYN&mus=Dusk%20Till%20Dawn%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
519,Attention,Charlie Puth,dance pop,2018,100,61,78,-5,13,80,209,11,5,83,https://api.vagalume.com.br/search.php?art=Charlie%20Puth&mus=Attention&apikey=7789e585a72c1c95ab44a555ccc2b4e4
520,Electricity (with Dua Lipa),Silk City,edm,2018,118,67,59,-6,34,51,238,1,5,82,https://api.vagalume.com.br/search.php?art=Silk%20City&mus=Electricity%20%28with%20Dua%20Lipa%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
521,Love On The Brain,Rihanna,barbadian pop,2018,172,64,51,-5,8,38,224,7,5,82,https://api.vagalume.com.br/search.php?art=Rihanna&mus=Love%20On%20The%20Brain&apikey=7789e585a72c1c95ab44a555ccc2b4e4
522,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2018,103,71,66,-4,8,74,175,3,5,82,https://api.vagalume.com.br/search.php?art=Hailee%20Steinfeld&mus=Let%20Me%20Go%20%28with%20Alesso%2C%20Florida%20Georgia%20Line%20%26%20watt%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
523,Silence,Marshmello,brostep,2018,142,76,52,-3,17,29,181,26,9,82,https://api.vagalume.com.br/search.php?art=Marshmello&mus=Silence&apikey=7789e585a72c1c95ab44a555ccc2b4e4
524,Sorry Not Sorry,Demi Lovato,dance pop,2018,144,64,71,-7,26,89,204,2,23,81,https://api.vagalume.com.br/search.php?art=Demi%20Lovato&mus=Sorry%20Not%20Sorry&apikey=7789e585a72c1c95ab44a555ccc2b4e4
525,Shallow - Radio Edit,Lady Gaga,dance pop,2018,96,33,57,-7,9,28,217,42,3,80,https://api.vagalume.com.br/search.php?art=Lady%20Gaga&mus=Shallow%20-%20Radio%20Edit&apikey=7789e585a72c1c95ab44a555ccc2b4e4
526,These Days,Rudimental,dance pop,2018,92,81,65,-4,17,55,211,19,5,80,https://api.vagalume.com.br/search.php?art=Rudimental&mus=These%20Days&apikey=7789e585a72c1c95ab44a555ccc2b4e4
527,What Lovers Do (feat. SZA),Maroon 5,pop,2018,110,60,80,-5,10,42,200,8,6,79,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=What%20Lovers%20Do%20%28feat.%20SZA%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
528,Finesse - Remix; feat. Cardi B,Bruno Mars,pop,2018,105,86,70,-5,2,93,217,2,10,78,https://api.vagalume.com.br/search.php?art=Bruno%20Mars&mus=Finesse%20-%20Remix%3B%20feat.%20Cardi%20B&apikey=7789e585a72c1c95ab44a555ccc2b4e4
529,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,2018,95,30,59,-7,12,36,260,78,3,78,https://api.vagalume.com.br/search.php?art=Ed%20Sheeran&mus=Perfect%20Duet%20%28Ed%20Sheeran%20%26%20Beyonc%C3%A9%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
530,Bad At Love,Halsey,dance pop,2018,118,75,68,-4,9,61,181,6,3,78,https://api.vagalume.com.br/search.php?art=Halsey&mus=Bad%20At%20Love&apikey=7789e585a72c1c95ab44a555ccc2b4e4
531,Him & I (with Halsey),G-Eazy,hip hop,2018,88,73,59,-6,31,19,269,5,9,78,https://api.vagalume.com.br/search.php?art=G-Eazy&mus=Him%20%26%20I%20%28with%20Halsey%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
532,Friends (with BloodPop®),Justin Bieber,canadian pop,2018,105,73,74,-5,30,62,189,0,4,77,https://api.vagalume.com.br/search.php?art=Justin%20Bieber&mus=Friends%20%28with%20BloodPop%C2%AE%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
533,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2018,98,67,67,-3,12,63,204,3,7,76,https://api.vagalume.com.br/search.php?art=DJ%20Khaled&mus=Wild%20Thoughts%20%28feat.%20Rihanna%20%26%20Bryson%20Tiller%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
534,My My My!,Troye Sivan,dance pop,2018,103,46,70,-8,5,48,205,0,8,76,https://api.vagalume.com.br/search.php?art=Troye%20Sivan&mus=My%20My%20My%21&apikey=7789e585a72c1c95ab44a555ccc2b4e4
535,Capital Letters,Hailee Steinfeld,dance pop,2018,100,81,66,-6,5,46,219,3,8,76,https://api.vagalume.com.br/search.php?art=Hailee%20Steinfeld&mus=Capital%20Letters&apikey=7789e585a72c1c95ab44a555ccc2b4e4
536,Sick Boy,The Chainsmokers,electropop,2018,90,58,66,-8,12,45,193,11,5,76,https://api.vagalume.com.br/search.php?art=The%20Chainsmokers&mus=Sick%20Boy&apikey=7789e585a72c1c95ab44a555ccc2b4e4
537,Tequila,Dan + Shay,contemporary country,2018,86,59,47,-6,13,50,196,3,3,76,https://api.vagalume.com.br/search.php?art=Dan%20%2B%20Shay&mus=Tequila&apikey=7789e585a72c1c95ab44a555ccc2b4e4
538,Look What You Made Me Do,Taylor Swift,pop,2018,128,71,77,-6,13,51,212,20,12,75,https://api.vagalume.com.br/search.php?art=Taylor%20Swift&mus=Look%20What%20You%20Made%20Me%20Do&apikey=7789e585a72c1c95ab44a555ccc2b4e4
539,Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,100,60,53,-7,13,32,191,56,12,75,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Youth%20%28feat.%20Khalid%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
540,Bad Liar,Selena Gomez,dance pop,2018,121,41,97,-6,8,73,215,19,7,75,https://api.vagalume.com.br/search.php?art=Selena%20Gomez&mus=Bad%20Liar&apikey=7789e585a72c1c95ab44a555ccc2b4e4
541,Anywhere,Rita Ora,dance pop,2018,107,80,63,-4,10,32,215,4,6,74,https://api.vagalume.com.br/search.php?art=Rita%20Ora&mus=Anywhere&apikey=7789e585a72c1c95ab44a555ccc2b4e4
542,Say Something,Justin Timberlake,dance pop,2018,97,63,71,-7,8,37,279,10,8,74,https://api.vagalume.com.br/search.php?art=Justin%20Timberlake&mus=Say%20Something&apikey=7789e585a72c1c95ab44a555ccc2b4e4
543,Chun-Li,Nicki Minaj,dance pop,2018,129,73,69,-5,11,48,192,28,37,73,https://api.vagalume.com.br/search.php?art=Nicki%20Minaj&mus=Chun-Li&apikey=7789e585a72c1c95ab44a555ccc2b4e4
544,Sign of the Times,Harry Styles,dance pop,2018,120,57,52,-5,11,21,341,3,3,72,https://api.vagalume.com.br/search.php?art=Harry%20Styles&mus=Sign%20of%20the%20Times&apikey=7789e585a72c1c95ab44a555ccc2b4e4
545,Familiar,Liam Payne,dance pop,2018,93,81,64,-5,8,91,197,2,33,72,https://api.vagalume.com.br/search.php?art=Liam%20Payne&mus=Familiar&apikey=7789e585a72c1c95ab44a555ccc2b4e4
546,Let Me,ZAYN,dance pop,2018,168,57,46,-6,10,19,185,24,5,72,https://api.vagalume.com.br/search.php?art=ZAYN&mus=Let%20Me&apikey=7789e585a72c1c95ab44a555ccc2b4e4
547,Supernova,Ansel Elgort,dance pop,2018,140,62,77,-5,21,68,191,6,10,72,https://api.vagalume.com.br/search.php?art=Ansel%20Elgort&mus=Supernova&apikey=7789e585a72c1c95ab44a555ccc2b4e4
548,Nervous,Shawn Mendes,canadian pop,2018,122,62,84,-7,13,74,164,4,8,71,https://api.vagalume.com.br/search.php?art=Shawn%20Mendes&mus=Nervous&apikey=7789e585a72c1c95ab44a555ccc2b4e4
549,First Time,Kygo,edm,2018,90,59,63,-7,10,68,194,20,11,71,https://api.vagalume.com.br/search.php?art=Kygo&mus=First%20Time&apikey=7789e585a72c1c95ab44a555ccc2b4e4
550,End Game,Taylor Swift,pop,2018,159,59,65,-6,11,15,245,1,6,70,https://api.vagalume.com.br/search.php?art=Taylor%20Swift&mus=End%20Game&apikey=7789e585a72c1c95ab44a555ccc2b4e4
551,Mi Gente (feat. Beyoncé),J Balvin,latin,2018,105,72,76,-6,23,47,210,2,8,68,https://api.vagalume.com.br/search.php?art=J%20Balvin&mus=Mi%20Gente%20%28feat.%20Beyonc%C3%A9%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
552,Lemon,N.E.R.D,hip hop,2018,95,73,92,-7,12,20,220,0,9,68,https://api.vagalume.com.br/search.php?art=N.E.R.D&mus=Lemon&apikey=7789e585a72c1c95ab44a555ccc2b4e4
553,For You (With Rita Ora),Liam Payne,dance pop,2018,113,80,54,-5,42,18,243,2,3,67,https://api.vagalume.com.br/search.php?art=Liam%20Payne&mus=For%20You%20%28With%20Rita%20Ora%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
554,Want To,Dua Lipa,dance pop,2018,92,69,57,-5,6,32,212,8,12,67,https://api.vagalume.com.br/search.php?art=Dua%20Lipa&mus=Want%20To&apikey=7789e585a72c1c95ab44a555ccc2b4e4
555,What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,2018,104,79,63,-4,16,41,220,5,6,67,https://api.vagalume.com.br/search.php?art=Hayley%20Kiyoko&mus=What%20I%20Need%20%28feat.%20Kehlani%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
556,Wait,Maroon 5,pop,2018,126,60,66,-5,11,45,191,10,6,67,https://api.vagalume.com.br/search.php?art=Maroon%205&mus=Wait&apikey=7789e585a72c1c95ab44a555ccc2b4e4
557,What About Us,P!nk,dance pop,2018,114,59,39,-6,9,19,272,3,6,66,https://api.vagalume.com.br/search.php?art=P%21nk&mus=What%20About%20Us&apikey=7789e585a72c1c95ab44a555ccc2b4e4
558,Kissing Strangers,DNCE,dance pop,2018,120,74,77,-6,9,86,202,5,4,66,https://api.vagalume.com.br/search.php?art=DNCE&mus=Kissing%20Strangers&apikey=7789e585a72c1c95ab44a555ccc2b4e4
559,2U (feat. Justin Bieber),David Guetta,dance pop,2018,145,61,53,-7,23,53,195,23,6,65,https://api.vagalume.com.br/search.php?art=David%20Guetta&mus=2U%20%28feat.%20Justin%20Bieber%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
560,Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,2018,82,44,48,-10,64,62,304,81,24,65,https://api.vagalume.com.br/search.php?art=Eminem&mus=Walk%20On%20Water%20%28feat.%20Beyonc%C3%A9%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
561,This Town,Niall Horan,dance pop,2018,112,41,68,-8,12,20,233,70,3,64,https://api.vagalume.com.br/search.php?art=Niall%20Horan&mus=This%20Town&apikey=7789e585a72c1c95ab44a555ccc2b4e4
562,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,2018,94,69,73,-4,10,42,221,2,5,64,https://api.vagalume.com.br/search.php?art=Rita%20Ora&mus=Girls%20%28feat.%20Cardi%20B%2C%20Bebe%20Rexha%20%26%20Charli%20XCX%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
563,MOVE TO MIAMI,Enrique Iglesias,dance pop,2018,100,87,76,-4,7,90,169,3,5,64,https://api.vagalume.com.br/search.php?art=Enrique%20Iglesias&mus=MOVE%20TO%20MIAMI&apikey=7789e585a72c1c95ab44a555ccc2b4e4
564,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,2018,100,64,75,-5,11,45,186,25,9,64,https://api.vagalume.com.br/search.php?art=Cashmere%20Cat&mus=Miss%20You%20%28with%20Major%20Lazer%20%26%20Tory%20Lanez%29&apikey=7789e585a72c1c95ab44a555ccc2b4e4
